word	frequency	num_vowels	syllables
месо	2	2	ме,со
вечност	2	2	ве,чност
јазици	2	3	ја,зи,ци
лепливи	2	3	ле,пли,ви
замисли	2	3	за,мис,ли
џеб	2	1
лаење	2	3	ла,ење
бранови	2	3	бра,но,ви
покривот	2	3	по,кри,вот
линија	2	3	ли,ни,ја
глави	2	2	гла,ви
плочникот	2	3	пло,чник,от
празнина	2	3	пра,зни,на
квечерината	2	5	кве,че,ри,на,та
Дојди	2	2	Дој,ди
крик	2	1
слеземе	2	3	сле,зе,ме
елече	2	3	е,ле,че
додаде	2	3	до,да,де
слама	2	2	сла,ма
Радика	2	3	Ра,ди,ка
воденица	2	4	во,де,ни,ца
Таневице	2	4	Та,не,ви,це
Тане	2	2	Та,не
муабет	2	3	му,а,бет
оставив	2	3	ос,та,вив
фати	2	2	фа,ти
забите	2	3	за,би,те
погледнува	2	4	пог,лед,ну,ва
откуп	2	2	от,куп
стари	2	2	ста,ри
здравје	2	2	зда,рав,је
имаш	2	2	и,маш
продолжи	2	3	про,ду,жи
немам	2	2	не,мам
воздивна	2	3	воз,ди,вна
Доксиме	2	3	Док,си,ме
заплакав	2	3	за,пла,кав
одаја	2	3	о,да,ја
заба	2	2	за,ба
лири	2	2	ли,ри
лутина	2	3	лу,ти,на
помислив	2	3	по,ми,слив
ѕид	2	1
станав	2	2	ста,нав
лисица	2	3	ли,си,ца
живееше	2	4	жи,ве,еше
финалето	2	4	фи,на,ле,то
генерација	2	5	ген,е,ра,ци,ја
повод	2	2	по,вод
успех	2	2	успех
ученик	2	3	у,че,ник
духот	2	2	ду,гот
дух	2	1
изненадува	2	5	из,не,на,ду,ва
непромисленост	2	5	неп,ро,ми,сле,ност
снага	2	2	сна,га
потез	2	2	по,тез
кино	2	2	ки,но
мајсторот	2	3	мај,сторот
смешка	2	2	сме,шка
синот	2	2	си,нот
кралица	2	3	кра,ли,ца
Пајко	2	2	Па,јко
облечена	2	4	о,бле,че,на
Благодарам	2	4	Бла,го,да,рам
тргнат	2	1
сретнав	2	2	срет,нав
зградата	2	3	згра,да,та
разговараа	2	5	раз,га,ва,раа
жешко	2	2	же,шко
викаат	2	3	ви,ка,ат
сакала	2	3	са,ка,ла
нејзината	2	4	неј,зи,на,та
почна	2	2	поч,на
викна	2	2	вик,на
излагав	2	3	из,ла,гав
речам	2	2	ре,чам
гледање	2	3	гле,дање
момчето	2	3	мом,че,то
свадбари	2	3	сва,дба,ри
кола	2	2	ко,ла
плоската	2	3	пло,ско,та
Трифун	2	2	Три,фун
полицајци	2	4	по,ли,цај,ци
викајќи	2	3	ви,кајќи
фелдфебелот	2	4	фелд,фе,бе,', 
рана	2	2	ра,на
ваков	2	2	ва,ков
затреба	2	3	за,треба
чезата	2	3	че,за,та
првиот	2	2	пред,ви,от
Трифуна	2	3	Три,фу,на
граница	2	3	гран,и,ца
подаде	2	3	по,да,де
патека	2	3	па,те,ка
зборуваше	2	4	збо,ру,ва,ше
бело	2	2	бе,ло
бакнеж	2	2	бак,неж
плач	2	1
девојче	2	3	де,во,јче
свршено	2	2	свр,ше,но
игравте	2	3	и,гра,вте
облекло	2	3	о,бле,кло
привидување	2	5	при,ви,ду,ва,ње
Тргнаа	2	2	Тргнаа
палто	2	2	пал,то
моменти	2	3	мо,ме,ни
молчење	2	3	мол,че,ње
зборуваат	2	4	зу,бо,ва,ат
погледите	2	4	по,гле,ди,те
слушаше	2	3	слу,ша,ше
доверливо	2	4	до,ве,рли,во
продолжува	2	4	про,ду̀,жу,ва
врти	2	1
играш	2	2	и,граш
доживее	2	4	до,жи,вее
стисок	2	2	сти,сок
искри	2	2	иск,ри
мозокот	2	3	моз,о,кот
КОСТОВ	2	2	КОСТОВ
Градец	2	2	Гра,дец
Боби	2	2	Бо,би
навреме	2	3	на,вре,ме
стаса	2	2	ста,са
платно	2	2	пла,тно
завеса	2	3	за,ве,са
Ева	2	2	Е,ва
гром	2	1
сериозен	2	4	се,ри,оз,ен
сликар	2	2	сли,кар
изненади	2	4	изне,на,ди
грлото	2	2	грло,то
морници	2	3	мор,ни,', 
напуштија	2	4	на,пуш,ти,ја
стапица	2	3	ста,пи,ца
топка	2	2	топ,ка
чевли	2	2	чев,ли
моќ	2	1
закана	2	3	за,ка,на
рековте	2	3	ре,ков,те
прилика	2	3	при,ли,ка
дојдете	2	3	дој,де,те
одите	2	3	о,ди,те
портретот	2	3	пор,тре,тот
чекори	2	3	че,ко,ри
јавање	2	3	ја,ва,ње
збунетост	2	3	збу,не,тост
напред	2	2	на,пред
Мара	2	2	Ма,ра
згуснуваше	2	4	згу,сну,ва,ше
момчињата	2	4	мом,чи,ња,та
Иване	2	3	И,ва,не
расплаче	2	3	рас,пла,че
полни	2	2	пол,ни
прстот	2	1
мајко	2	2	мај,ко
свирка	2	2	свир,ка
свирката	2	3	сви,рка,та
однатре	2	3	од,на,тре
виделина	2	4	ви,де,ли,на
утробата	2	4	ут,ро,ба,та
свршеница	2	3	свр,ше,ни,ца
ќејаата	2	4	ќе,ја,а,та
сокакот	2	3	со,ка,кот
квечерина	2	4	кве,че,ри,на
сетила	2	3	се,ти,ла
насмевне	2	3	нас,ме,вне
софра	2	2	со,фра
сено	2	2	се,но
избега	2	3	и,збе,га
своите	2	3	сво,и,те
Но	2	1
Мелка	2	2	Мел,ка
јасна	2	2	јас,на
мој	2	1
кревет	2	2	кре,вет
кучка	2	2	ку,чка
белина	2	3	бе,ли,на
игри	2	2	и,гри
прегрне	2	2	пре,грне
плачка	2	2	пла,чка
ѕвончето	2	3	ѕвон,че,то
летото	2	3	ле,то,то
трае	2	2	тра,е
Нико	2	2	Ни,ко
избор	2	2	из,бор
помине	2	3	по,ми,не
спокојна	2	3	спо,кој,на
понижува	2	4	по,ни,жува
слично	2	2	сли,чно
очекува	2	4	о,че,ку,ва
почне	2	2	поч,не
знак	2	1
корзо	2	2	кор,зо
спротивното	2	4	спро,тив,но
привлече	2	3	при,вле,че
капење	2	3	ка,пење
2	2	0
желба	2	2	же,лба
векови	2	3	ве,ко,ви
постапка	2	3	постап,ка
збесна	2	2	збес,на
подбивно	2	3	под,би,вно
3	2	0
пролетта	2	3	при,лет,та
грмушки	2	2	грму,шки
отокот	2	3	о,то,кот
гласно	2	2	глас,но
отсуство	2	3	от,су,ство
чекаш	2	2	чека,шъ
ортомата	2	4	ор,то,ма,та
приготвува	2	4	при,гот,вува
трепереше	2	4	тре,пе,реше
слез	2	1
рано	2	2	ра,но
убав	2	2	у,бав
кожата	2	3	ко,жа,та
подготвува	2	4	под,гот,ву,ва
гласовите	2	4	гла,со,ви
гласа	2	2	гла,са
листа	2	2	ли,ста
газот	2	2	га,зот
перде	2	2	пер,де
изборите	2	4	из,бо,ри,те
држи	2	1
правиме	2	3	пра,ви,ме
речат	2	2	ре,чат
затворат	2	3	за,тво,рат
знаат	2	2	зна,ат
Љубојно	2	3	Љу,бој,но
човеков	2	3	чо,ве,ков
заборавам	2	4	за,бо,ра,вам
бунар	2	2	бу,нар
вујкото	2	3	вуј,ко,то
Адем	2	2	А,дем
одделението	2	6	од,де,ле,ни,е
низаедни	2	4	ни,за,ед,ни
Битола	2	3	Би,то,ла
затвор	2	2	за,тво,р
Струга	2	2	Стру,га
ние	2	2	ни,е
сретнале	2	3	сре,та,ле
ставиме	2	3	ста,ви,ме
злостор	2	2	зло,стор
изгоре	2	3	из,го,ре
дланки	2	2	длан,ки
препозна	2	3	пре,по,зна
седна	2	2	сед,на
одиш	2	2	о,диш
некои	2	3	не,ко,и
восхитуваат	2	5	вос,хит,у,ва,ат
губи	2	2	гу,би
открива	2	3	от,кри,ва
волја	2	2	во,ља
мурти	2	2	мур,ти
сино	2	2	си,но
кулинарка	2	4	ку,ли,нар,ка
совеста	2	3	со,веста
Евгенија	2	4	Ев,ге,ни,ја
пајка	2	2	пај,ка
Немаме	2	3	Не,ма,ме
можно	2	2	мож,но
две	2	1
одбрана	2	3	од,бра,на
продале	2	3	про,да,ле
плаши	2	2	па,ши
стресува	2	3	стрес,у,ва
Што	2	1
одговара	2	4	од,гова,ра
Збогум	2	2	Збо,гум
сторам	2	2	сто,рам
такво	2	2	так,во
познавам	2	3	поз,на,вам
чекаат	2	3	че,ка,ат
помина	2	3	по,ми,на
лов	2	1
враќа	2	2	враќа
студено	2	3	сту,де,но
точки	2	2	то,чи
комисија	2	4	ко,ми,си,ја
на	2	1
темно	2	2	тем,но
визбата	2	3	ви,зба,та
подалечна	2	4	по,да,леч,на
Илинка	2	3	И,лин,ка
најстрашното	2	4	нај,страш,но,то
свест	2	1
претпоставка	2	4	пре,тпо,став,ка
охрабри	2	3	ох,бра,ри
глупост	2	2	глу,пост
самоубиство	2	5	са,мо,у,би,ство
помогна	2	3	по,мог,на
совршено	2	3	сов,рше,но
неповратно	2	4	не,по,врат,но
улици	2	3	у,ли,ци
постоење	2	4	посто,е,ње
безумство	2	3	бе,зум,ство
опасност	2	3	оп,ас,ност
јадам	2	2	ја,дам
чувствував	2	3	чув,ству,вав
објасни	2	3	об,ја,сни
заплачам	2	3	за,пла,чам
моментот	2	3	мо,мент,от
обиди	2	3	о,би,ди
подготвени	2	4	под,гот,ве,ни
задржам	2	2	за,држам
индексот	2	3	ин,декс,от
џагор	2	2	џа,гор
Хуанито	2	4	Ху,а,ни,то
рингишпилот	2	4	рин,ги,шпи,лот
младичу	2	3	мла,ди,чу
Верувајте	2	4	Вер,у,вајте
вртоглавица	2	4	вр,то,гла,ви,ца
деновиве	2	4	де,но,ви,ве
возрасните	2	4	воз,рас,но,те
мјаукања	2	4	мја,у,кања
семејството	2	4	се,меј,ство
1	2	0
виолина	2	4	ви,о,ли,на
видено	2	3	ви,де,но
Ѓорѓија	2	3	Ѓор,ѓи,ја
СЕСТРА	2	2	СЕС,ТРА
повреди	2	3	по,вре,ди
колнеше	2	3	ко,лне,ше
однапред	2	3	од,на,пред
светло	2	2	све,тло
мачки	2	2	мач,ки
никаде	2	3	ни,ка,де
весници	2	3	вес,ни,ци
123	2	0
броеви	2	3	бро,е,ви
куќите	2	3	ку,ќи,те
минувачи	2	4	ми,ну,ва,чи
бурјан	2	2	бур,јан
вишни	2	2	виш,ни
ламба	2	2	лам,ба
нишање	2	3	ни,шање
темнина	2	3	тем,ни,на
сестрите	2	3	се,стрите
вишновка	2	3	виш,нов,ка
одеднаш	2	3	о,де,наш
сепак	2	2	се,пак
темницата	2	4	те,мен,ци,та
движења	2	3	дви,жења
устата	2	3	у,ста,та
сестри	2	2	се,стрі
видовме	2	3	ви,дов,ме
Кога	2	2	Ко,га
земјотресот	2	4	зем,јо,тре,сот
Пасквелија	2	4	Пас,кве,ли,ја
посака	2	3	по,са,ка
Фром	2	1
шума	2	2	шу,ма
лозја	2	2	лоз,ја
Исаилоска	2	5	И,са,и,ло,ска
брат	2	1
неумолив	2	4	не,у,мо,лив
глупав	2	2	глу,пав
признае	2	3	приz,зна,е
неразбирливо	2	5	нер,аз,би,рли,во
линијата	2	4	ли,ни,ја
момичиште	2	4	мо,мич,иш,те
појде	2	2	пој,де
Аргилче	2	3	Ар,ги,лче
лозјата	2	3	лоз,ја,та
самокритиката	2	6	са,мо,кри,ти,ка,
жолчката	2	3	жол,чка,та
лага	2	2	ла,га
Сајко	2	2	Са,јко
ноќе	2	2	ноќе
ноќите	2	3	ноќи,те
сиромашкиот	2	5	си,ро,ма,шки,от
џигер	2	2	џи,гер
илјадници	2	4	ил,јад,ни,ци
Марс	2	1
Ќоравија	2	4	Ќо,ра,вија
мода	2	2	мо,да
добици	2	3	до,би,ци
спас	2	1
дождови	2	3	дож,до,ви
жени	2	2	же,ни
ѕидари	2	3	ѕи,да,ри
наутро	2	3	на,ут,ро
Мост	2	1
Вода	2	2	Во,да
дождот	2	2	дож,дот
родителите	2	5	ро,ди,те,ли
материја	2	4	ма,те,ри,ја
млада	2	2	мла,да
Кајмакчалан	2	4	Кај,мак,чалан
број	2	1
чад	2	1
десетарот	2	4	де,се,тар,от
паѓање	2	3	паѓа,ње
партизаните	2	5	пар,ти,за,ни,te
редови	2	3	ре,до,ви
долот	2	2	до,лот
простори	2	3	про,стори
сокрие	2	3	со,кри,е
буката	2	3	бу,ка,та
ножот	2	2	но,жот
останаа	2	4	ос,та,наа
мирис	2	2	ми,рис
маало	2	3	ма,а,ло
веземе	2	3	ве,зе,ме
мажи	2	2	ма,жи
Богдан	2	2	Бог,дан
цигари	2	3	ци,га,ри
прегратката	2	4	пре,гра,тка
цигарата	2	4	ци,га,ра,та
чоколада	2	4	чо,ко,ла,да
куфер	2	2	ку,фер
гора	2	2	го,ра
растенија	2	4	рас,те,ни,ја
смена	2	2	сме,на
тревата	2	3	тре,ва,та
животни	2	3	жи,во,тни
бараа	2	3	ба,раа
полуостровот	2	5	по,лу,ос,тро,вот
песот	2	2	пе,сот
населба	2	3	на,сел,ба
Азија	2	3	А,зи,ја
главите	2	3	гла,ви,те
патување	2	4	па,ту,ва,ње
бесцелна	2	3	бе,сце,лна
почека	2	3	по,че,ка
гората	2	3	го,ра,та
несреќа	2	3	нес,ре,ќа
забрането	2	4	за,бра,не,то
млад	2	1
употребува	2	5	у,по,треб,у,ва
страдања	2	3	стра,да,ња
песијазол	2	4	пе,си,ја,зол
читаат	2	3	чи,та,ат
книга	2	2	кни,га
излагањето	2	5	из,ла,гање
кесињата	2	4	ке,си,ња,та
продавач	2	3	про,да,вач
хартија	2	3	ха,р,ти,ја
исти	2	2	и,сти
шир	2	1
полето	2	3	по,ле,то
муграта	2	3	му,гра,та
претстава	2	3	пре,тста,ва
афион	2	3	а,фи,он
ќерката	2	3	ќер,ка,та
тешкотии	2	4	те,шко,тии
или	2	2	по,треб,но,е
тунел	2	2	ту,нел
утроба	2	3	ут,ро,ба
пукнатина	2	4	пук,на,ти,на
нос	2	1
јунак	2	2	ју,нак
посетител	2	4	по,се,ти,тел
Така	2	2	Та,ка
шанса	2	2	шан,са
збунува	2	3	збу,ну,ва
дремеше	2	3	дре,ме,ше
раѓање	2	3	раѓање
камшикот	2	3	кам,ши,кот
лајна	2	2	лај,на
градов	2	2	гра,дов
правот	2	2	прав,от
